Ano;Unidade Geográfica;Localização;Dependência Administrativa;Total Aprovação no Ens. Fundamental;Total Aprovação Médio;Total  Aprovação Médio Não-Seriado;Total Reprovação no Ens. Fundamental;Total Reprovação no Ens. Médio;Total  Reprovação Médio Não-Seriado;Total Abandono no Ens. Fundamental;Total Abandono Médio;Total  Abandono Médio Não-Seriado;;;;;;;;;
2018;Sudeste;Urbana;Particular;98,0;96,1;96,3;1,9;3,7;2,4;0,1;0,2;1,3;;;;;;;;;
2018;Sudeste;Rural;Particular;96,3;94,0;--;3,5;4,6;--;0,2;1,4;--;;;;;;;;;
2018;Sudeste;Urbana;Pública;93,3;83,3;87,5;5,6;11,3;10,8;1,1;5,4;1,7;;;;;;;;;
2018;Sudeste;Rural;Pública;92,3;89,3;92,5;6,9;7,4;6,4;0,8;3,3;1,1;;;;;;;;;
2018;Minas Gerais;Urbana;Federal;96,6;89,7;88,4;3,3;9,2;8,0;0,1;1,1;3,6;;;;;;;;;
2018;Minas Gerais;Rural;Federal;--;90,3;--;--;8,6;--;--;1,1;--;;;;;;;;;
2018;Minas Gerais;Urbana;Estadual;90,1;77,8;38,0;8,0;13,3;32,9;1,9;8,9;29,1;;;;;;;;;
2018;Minas Gerais;Rural;Estadual;92,5;86,2;--;5,7;7,3;--;1,8;6,5;--;;;;;;;;;
2018;Minas Gerais;Urbana;Municipal;94,6;90,2;--;4,9;7,4;--;0,5;2,4;--;;;;;;;;;
2018;Minas Gerais;Rural;Municipal;95,6;82,2;--;3,8;14,8;--;0,6;3,0;--;;;;;;;;;
2018;Minas Gerais;Urbana;Particular;98,1;95,3;95,8;1,9;4,5;4,2;0,0;0,2;0,0;;;;;;;;;
2018;Minas Gerais;Rural;Particular;94,3;92,4;--;4,4;4,5;--;1,3;3,1;--;;;;;;;;;
2018;Minas Gerais;Urbana;Pública;92,3;78,2;80,7;6,5;13,2;11,8;1,2;8,6;7,5;;;;;;;;;
2018;Minas Gerais;Rural;Pública;94,9;87,1;--;4,2;7,7;--;0,9;5,2;--;;;;;;;;;
2018;Espírito Santo;Urbana;Federal;--;88,6;99,1;--;9,9;0,0;--;1,5;0,9;;;;;;;;;
2018;Espírito Santo;Rural;Federal;--;87,3;--;--;11,5;--;--;1,2;--;;;;;;;;;
2018;Espírito Santo;Urbana;Estadual;87,7;83,0;--;11,1;13,7;--;1,2;3,3;--;;;;;;;;;
2018;Espírito Santo;Rural;Estadual;92,1;89,0;--;7,6;9,3;--;0,3;1,7;--;;;;;;;;;
2018;Espírito Santo;Urbana;Municipal;89,8;--;--;9,5;--;--;0,7;--;--;;;;;;;;;
2018;Espírito Santo;Rural;Municipal;91,2;91,7;--;8,1;5,6;--;0,7;2,7;--;;;;;;;;;
2018;Espírito Santo;Urbana;Particular;98,4;96,2;--;1,6;3,7;--;0,0;0,1;--;;;;;;;;;
2018;Espírito Santo;Rural;Particular;92,2;93,8;--;6,3;4,8;--;1,5;1,4;--;;;;;;;;;
2018;Espírito Santo;Urbana;Pública;89,3;83,4;99,1;9,9;13,4;0,0;0,8;3,2;0,9;;;;;;;;;
2018;Espírito Santo;Rural;Pública;91,4;88,3;--;8,1;10,2;--;0,5;1,5;--;;;;;;;;;
2018;Rio de Janeiro;Urbana;Federal;93,1;86,8;87,3;6,6;11,9;11,3;0,3;1,3;1,4;;;;;;;;;
2018;Rio de Janeiro;Rural;Federal;--;83,7;--;--;15,2;--;--;1,1;--;;;;;;;;;
2018;Rio de Janeiro;Urbana;Estadual;78,9;77,8;86,7;18,7;16,7;10,7;2,4;5,5;2,6;;;;;;;;;
2018;Rio de Janeiro;Rural;Estadual;79,5;85,1;--;18,2;11,1;--;2,3;3,8;--;;;;;;;;;
2018;Rio de Janeiro;Urbana;Municipal;87,6;83,6;--;10,7;10,9;--;1,7;5,5;--;;;;;;;;;
2018;Rio de Janeiro;Rural;Municipal;84,1;--;--;14,6;--;--;1,3;--;--;;;;;;;;;
2018;Rio de Janeiro;Urbana;Particular;96,4;93,7;96,4;3,4;5,8;2,3;0,2;0,5;1,3;;;;;;;;;
2018;Rio de Janeiro;Rural;Particular;95,1;94,9;--;4,7;4,7;--;0,2;0,4;--;;;;;;;;;
2018;Rio de Janeiro;Urbana;Pública;86,6;78,2;87,3;11,6;16,5;11,3;1,8;5,3;1,4;;;;;;;;;
2018;Rio de Janeiro;Rural;Pública;83,7;85,0;--;14,9;11,3;--;1,4;3,7;--;;;;;;;;;
2018;São Paulo;Urbana;Federal;99,2;94,4;100,0;0,4;5,2;0,0;0,4;0,4;0,0;;;;;;;;;
2018;São Paulo;Urbana;Estadual;95,8;87,6;89,5;3,0;8,5;9,8;1,2;3,9;0,7;;;;;;;;;
2018;São Paulo;Rural;Estadual;97,4;94,6;92,5;2,0;3,9;6,4;0,6;1,5;1,1;;;;;;;;;
2018;São Paulo;Urbana;Municipal;96,6;92,4;--;3,1;6,5;--;0,3;1,1;--;;;;;;;;;
2018;São Paulo;Rural;Municipal;97,1;94,9;--;2,8;0,6;--;0,1;4,5;--;;;;;;;;;
2018;São Paulo;Urbana;Particular;98,9;97,5;92,9;1,1;2,5;7,1;0,0;0,0;0,0;;;;;;;;;
2018;São Paulo;Rural;Particular;98,2;95,5;--;1,8;4,5;--;0,0;0,0;--;;;;;;;;;
2018;São Paulo;Urbana;Pública;96,2;87,7;90,0;3,1;8,5;9,4;0,7;3,8;0,6;;;;;;;;;
2018;São Paulo;Rural;Pública;97,2;94,6;92,5;2,6;3,9;6,4;0,2;1,5;1,1;;;;;;;;;
2018;Sul;Urbana;Federal;94,5;89,3;88,8;5,5;9,2;6,7;0,0;1,5;4,5;;;;;;;;;
2018;Sul;Rural;Federal;--;90,7;--;--;8,7;--;--;0,6;--;;;;;;;;;
2018;Sul;Urbana;Estadual;86,1;76,3;89,9;12,6;16,2;9,1;1,3;7,5;1,0;;;;;;;;;
2018;Sul;Rural;Estadual;88,3;82,8;--;10,2;11,7;--;1,5;5,5;--;;;;;;;;;
2018;Sul;Urbana;Municipal;92,2;69,8;44,8;7,3;22,1;37,8;0,5;8,1;17,4;;;;;;;;;
2018;Sul;Rural;Municipal;92,5;83,2;--;6,9;8,3;--;0,6;8,5;--;;;;;;;;;
2018;Sul;Urbana;Particular;98,3;96,3;84,8;1,7;3,5;4,9;0,0;0,2;10,3;;;;;;;;;
2018;Sul;Rural;Particular;96,0;94,0;--;4,0;4,9;--;0,0;1,1;--;;;;;;;;;
2018;Sul;Urbana;Pública;89,5;76,7;85,4;9,6;16,0;9,6;0,9;7,3;5,0;;;;;;;;;
2018;Sul;Rural;Pública;91,1;83,7;--;8,0;11,3;--;0,9;5,0;--;;;;;;;;;
2018;Paraná;Urbana;Federal;97,9;91,7;85,5;2,1;6,8;4,5;0,0;1,5;10,0;;;;;;;;;
2018;Paraná;Rural;Federal;--;96,1;--;--;3,3;--;--;0,6;--;;;;;;;;;
2018;Paraná;Urbana;Estadual;86,4;79,5;--;11,7;13,0;--;1,9;7,5;--;;;;;;;;;
2018;Paraná;Rural;Estadual;90,0;86,3;--;8,3;8,4;--;1,7;5,3;--;;;;;;;;;
2018;Paraná;Urbana;Municipal;94,7;--;--;5,2;--;--;0,1;--;--;;;;;;;;;
2018;Paraná;Rural;Municipal;94,2;--;--;5,8;--;--;0,0;--;--;;;;;;;;;
2018;Paraná;Urbana;Particular;98,4;97,1;--;1,6;2,7;--;0,0;0,2;--;;;;;;;;;
2018;Paraná;Rural;Particular;98,8;97,0;--;1,2;2,6;--;0,0;0,4;--;;;;;;;;;
2018;Paraná;Urbana;Pública;90,9;79,8;85,5;8,2;12,8;4,5;0,9;7,4;10,0;;;;;;;;;
2018;Paraná;Rural;Pública;92,4;86,5;--;6,8;8,3;--;0,8;5,2;--;;;;;;;;;
2018;Santa Catarina;Urbana;Federal;93,5;91,9;95,3;6,5;6,9;4,1;0,0;1,2;0,6;;;;;;;;;
2018;Santa Catarina;Rural;Federal;--;89,9;--;--;9,3;--;--;0,8;--;;;;;;;;;
2018;Santa Catarina;Urbana;Estadual;88,8;80,4;--;10,5;13,2;--;0,7;6,4;--;;;;;;;;;
2018;Santa Catarina;Rural;Estadual;90,2;87,2;--;9,0;9,1;--;0,8;3,7;--;;;;;;;;;
2018;Santa Catarina;Urbana;Municipal;94,2;92,2;--;5,4;7,1;--;0,4;0,7;--;;;;;;;;;
2018;Santa Catarina;Rural;Municipal;95,8;92,0;--;4,0;6,4;--;0,2;1,6;--;;;;;;;;;
2018;Santa Catarina;Urbana;Particular;98,8;96,5;--;1,1;3,3;--;0,1;0,2;--;;;;;;;;;
2018;Santa Catarina;Rural;Particular;98,4;93,9;--;1,6;5,8;--;0,0;0,3;--;;;;;;;;;
2018;Santa Catarina;Urbana;Pública;92,0;81,0;95,3;7,5;12,8;4,1;0,5;6,2;0,6;;;;;;;;;
2018;Santa Catarina;Rural;Pública;94,1;87,7;--;5,5;9,1;--;0,4;3,2;--;;;;;;;;;
2018;Rio Grande do Sul;Urbana;Federal;93,7;85,2;86,7;6,3;13,0;12,1;0,0;1,8;1,2;;;;;;;;;
2018;Rio Grande do Sul;Rural;Federal;--;90,3;--;--;9,1;--;--;0,6;--;;;;;;;;;
2018;Rio Grande do Sul;Urbana;Estadual;84,1;69,2;89,9;14,9;22,3;9,1;1,0;8,5;1,0;;;;;;;;;
2018;Rio Grande do Sul;Rural;Estadual;85,8;73,9;--;12,4;19,0;--;1,8;7,1;--;;;;;;;;;
2018;Rio Grande do Sul;Urbana;Municipal;88,0;66,7;44,8;11,0;24,2;37,8;1,0;9,1;17,4;;;;;;;;;
2018;Rio Grande do Sul;Rural;Municipal;89,8;80,1;--;9,1;9,0;--;1,1;10,9;--;;;;;;;;;
2018;Rio Grande do Sul;Urbana;Particular;97,9;94,6;84,8;2,0;5,1;4,9;0,1;0,3;10,3;;;;;;;;;
2018;Rio Grande do Sul;Rural;Particular;91,9;91,9;--;7,9;6,0;--;0,2;2,1;--;;;;;;;;;
2018;Rio Grande do Sul;Urbana;Pública;86,3;69,8;80,8;12,7;22,0;15,3;1,0;8,2;3,9;;;;;;;;;
2018;Rio Grande do Sul;Rural;Pública;88,6;77,8;--;10,1;16,5;--;1,3;5,7;--;;;;;;;;;
2018;Centro-Oeste;Urbana;Federal;96,4;90,1;92,4;3,5;8,2;3,8;0,1;1,7;3,8;;;;;;;;;
2018;Centro-Oeste;Rural;Federal;--;87,3;87,8;--;10,8;6,8;--;1,9;5,4;;;;;;;;;
2018;Centro-Oeste;Urbana;Estadual;93,5;83,1;73,9;5,3;10,9;13,7;1,2;6,0;12,4;;;;;;;;;
2018;Centro-Oeste;Rural;Estadual;94,3;80,0;74,2;4,5;11,6;16,3;1,2;8,4;9,5;;;;;;;;;
2018;Centro-Oeste;Urbana;Municipal;93,8;88,2;--;5,6;6,7;--;0,6;5,1;--;;;;;;;;;
2018;Centro-Oeste;Rural;Municipal;91,2;91,8;--;7,2;3,4;--;1,6;4,8;--;;;;;;;;;
2018;Centro-Oeste;Urbana;Particular;98,6;96,1;97,8;1,3;3,5;1,8;0,1;0,4;0,4;;;;;;;;;
2018;Centro-Oeste;Rural;Particular;97,7;95,2;--;2,3;4,4;--;0,0;0,4;--;;;;;;;;;
2018;Centro-Oeste;Urbana;Pública;93,7;83,4;83,8;5,4;10,8;8,5;0,9;5,8;7,7;;;;;;;;;
2018;Centro-Oeste;Rural;Pública;92,2;81,2;76,3;6,3;11,4;14,9;1,5;7,4;8,8;;;;;;;;;
2018;Mato Grosso do Sul;Urbana;Federal;93,6;91,2;91,7;6,4;5,0;4,0;0,0;3,8;4,3;;;;;;;;;
2018;Mato Grosso do Sul;Rural;Federal;--;87,8;87,8;--;6,8;6,8;--;5,4;5,4;;;;;;;;;
2018;Mato Grosso do Sul;Urbana;Estadual;87,5;78,4;76,0;10,2;13,4;12,2;2,3;8,2;11,8;;;;;;;;;
2018;Mato Grosso do Sul;Rural;Estadual;86,3;78,1;71,3;10,9;10,7;24,7;2,8;11,2;4,0;;;;;;;;;
2018;Mato Grosso do Sul;Urbana;Municipal;89,4;--;--;10,0;--;--;0,6;--;--;;;;;;;;;
2018;Mato Grosso do Sul;Rural;Municipal;84,1;94,4;--;13,2;4,0;--;2,7;1,6;--;;;;;;;;;
2018;Mato Grosso do Sul;Urbana;Particular;98,5;96,8;--;1,5;3,1;--;0,0;0,1;--;;;;;;;;;
2018;Mato Grosso do Sul;Rural;Particular;97,0;96,7;--;3,0;2,2;--;0,0;1,1;--;;;;;;;;;
2018;Mato Grosso do Sul;Urbana;Pública;88,6;78,9;86,3;10,1;13,1;6,8;1,3;8,0;6,9;;;;;;;;;
2018;Mato Grosso do Sul;Rural;Pública;84,5;79,4;83,0;12,8;10,2;12,0;2,7;10,4;5,0;;;;;;;;;
2018;Mato Grosso;Urbana;Federal;--;90,9;96,7;--;7,6;2,9;--;1,5;0,4;;;;;;;;;
2018;Mato Grosso;Rural;Federal;--;88,0;--;--;10,6;--;--;1,4;--;;;;;;;;;
2018;Mato Grosso;Urbana;Estadual;97,2;72,6;66,5;1,9;16,6;18,2;0,9;10,8;15,3;;;;;;;;;
2018;Mato Grosso;Rural;Estadual;97,9;77,0;74,3;0,9;13,8;15,7;1,2;9,2;10,0;;;;;;;;;
2018;Mato Grosso;Urbana;Municipal;96,8;--;--;2,9;--;--;0,3;--;--;;;;;;;;;
2018;Mato Grosso;Rural;Municipal;96,1;--;--;2,8;--;--;1,1;--;--;;;;;;;;;
2018;Mato Grosso;Urbana;Particular;98,7;97,0;--;1,2;2,7;--;0,1;0,3;--;;;;;;;;;
2018;Mato Grosso;Rural;Particular;100,0;73,3;--;0,0;26,7;--;0,0;0,0;--;;;;;;;;;
2018;Mato Grosso;Urbana;Pública;97,0;73,6;75,1;2,4;16,1;13,9;0,6;10,3;11,0;;;;;;;;;
2018;Mato Grosso;Rural;Pública;96,8;78,0;74,3;2,1;13,5;15,7;1,1;8,5;10,0;;;;;;;;;
2018;Goiás;Urbana;Federal;94,8;89,5;--;5,0;9,7;--;0,2;0,8;--;;;;;;;;;
2018;Goiás;Rural;Federal;--;89,0;--;--;9,9;--;--;1,1;--;;;;;;;;;
2018;Goiás;Urbana;Estadual;94,7;91,1;98,6;4,1;6,0;0,5;1,2;2,9;0,9;;;;;;;;;
2018;Goiás;Rural;Estadual;94,9;94,4;100,0;3,9;3,1;0,0;1,2;2,5;0,0;;;;;;;;;
2018;Goiás;Urbana;Municipal;94,6;88,2;--;4,7;6,7;--;0,7;5,1;--;;;;;;;;;
2018;Goiás;Rural;Municipal;93,0;88,7;--;6,1;2,8;--;0,9;8,5;--;;;;;;;;;
2018;Goiás;Urbana;Particular;98,6;95,9;98,8;1,3;3,7;0,7;0,1;0,4;0,5;;;;;;;;;
2018;Goiás;Rural;Particular;98,5;96,9;--;1,5;2,9;--;0,0;0,2;--;;;;;;;;;
2018;Goiás;Urbana;Pública;94,6;91,1;98,6;4,5;6,1;0,5;0,9;2,8;0,9;;;;;;;;;
2018;Goiás;Rural;Pública;93,3;92,1;100,0;5,7;5,9;0,0;1,0;2,0;0,0;;;;;;;;;
2018;Distrito Federal;Urbana;Federal;99,3;88,0;--;0,7;10,8;--;0,0;1,2;--;;;;;;;;;
2018;Distrito Federal;Rural;Federal;--;75,5;--;--;21,5;--;--;3,0;--;;;;;;;;;
2018;Distrito Federal;Urbana;Estadual;92,6;82,9;--;6,3;12,4;--;1,1;4,7;--;;;;;;;;;
2018;Distrito Federal;Rural;Estadual;92,7;88,9;--;6,6;8,8;--;0,7;2,3;--;;;;;;;;;
2018;Distrito Federal;Urbana;Particular;98,7;95,9;90,9;1,3;3,8;9,1;0,0;0,3;0,0;;;;;;;;;
2018;Distrito Federal;Rural;Particular;96,8;90,3;--;3,2;9,7;--;0,0;0,0;--;;;;;;;;;
2018;Distrito Federal;Urbana;Pública;92,7;83,1;--;6,3;12,3;--;1,0;4,6;--;;;;;;;;;
2018;Distrito Federal;Rural;Pública;92,7;86,4;--;6,6;11,2;--;0,7;2,4;--;;;;;;;;;
2019;Brasil;Urbana;Federal;95,2;88,4;87,5;4,6;9,9;10,0;0,2;1,7;2,5;;;;;;;;;
2019;Brasil;Rural;Federal;97,7;89,6;91,5;2,3;9,1;6,3;0,0;1,3;2,2;;;;;;;;;
2019;Brasil;Urbana;Estadual;91,9;84,5;82,7;6,8;10,1;12,0;1,3;5,4;5,3;;;;;;;;;
2019;Brasil;Rural;Estadual;89,7;85,1;79,4;7,9;7,6;12,3;2,4;7,3;8,3;;;;;;;;;
2019;Brasil;Urbana;Municipal;92,4;88,9;49,7;6,5;7,6;14,6;1,1;3,5;35,7;;;;;;;;;
2019;Brasil;Rural;Municipal;88,9;86,7;--;8,8;5,2;--;2,3;8,1;--;;;;;;;;;
2019;Brasil;Urbana;Particular;98,2;96,4;96,3;1,7;3,4;1,5;0,1;0,2;2,2;;;;;;;;;
2019;Brasil;Rural;Particular;96,6;94,4;70,9;3,0;3,2;0,0;0,4;2,4;29,1;;;;;;;;;
2019;Brasil;Urbana;Pública;92,3;84,6;84,7;6,6;10,1;11,1;1,1;5,3;4,2;;;;;;;;;
2019;Brasil;Rural;Pública;89,0;85,5;80,8;8,7;7,7;11,6;2,3;6,8;7,6;;;;;;;;;
2019;Norte;Urbana;Federal;94,5;89,4;--;5,4;8,8;--;0,1;1,8;--;;;;;;;;;
2019;Norte;Rural;Federal;--;90,7;96,8;--;8,2;2,8;--;1,1;0,4;;;;;;;;;
2019;Norte;Urbana;Estadual;90,5;80,0;88,4;7,4;10,4;3,7;2,1;9,6;7,9;;;;;;;;;
2019;Norte;Rural;Estadual;86,4;81,2;92,0;8,7;7,1;1,1;4,9;11,7;6,9;;;;;;;;;
2019;Norte;Urbana;Municipal;90,4;60,0;--;8,0;35,8;--;1,6;4,2;--;;;;;;;;;
2019;Norte;Rural;Municipal;83,7;--;--;11,9;--;--;4,4;--;--;;;;;;;;;
2019;Norte;Urbana;Particular;98,4;96,6;54,5;1,5;3,1;0,0;0,1;0,3;45,5;;;;;;;;;
2019;Norte;Rural;Particular;94,3;92,5;72,7;4,8;3,1;0,0;0,9;4,4;27,3;;;;;;;;;
2019;Norte;Urbana;Pública;90,5;80,3;88,4;7,8;10,3;3,7;1,7;9,4;7,9;;;;;;;;;
2019;Norte;Rural;Pública;84,1;81,5;93,1;11,5;7,1;1,5;4,4;11,4;5,4;;;;;;;;;
2019;Nordeste;Urbana;Federal;97,0;85,8;82,7;2,9;11,7;15,1;0,1;2,5;2,2;;;;;;;;;
2019;Nordeste;Rural;Federal;97,7;88,3;88,8;2,3;9,5;7,9;0,0;2,2;3,3;;;;;;;;;
2019;Nordeste;Urbana;Estadual;85,1;85,2;84,5;12,3;9,1;11,5;2,6;5,7;4,0;;;;;;;;;
2019;Nordeste;Rural;Estadual;83,7;86,2;76,1;12,8;7,2;18,0;3,5;6,6;5,9;;;;;;;;;
2019;Nordeste;Urbana;Municipal;89,8;79,5;--;8,2;7,4;--;2,0;13,1;--;;;;;;;;;
2019;Nordeste;Rural;Municipal;89,6;84,9;--;8,3;5,0;--;2,1;10,1;--;;;;;;;;;
2019;Nordeste;Urbana;Particular;97,8;95,6;98,2;2,0;3,9;1,5;0,2;0,5;0,3;;;;;;;;;
2019;Nordeste;Rural;Particular;96,9;93,2;69,7;2,8;3,2;0,0;0,3;3,6;30,3;;;;;;;;;
2019;Nordeste;Urbana;Pública;89,2;85,2;84,0;8,8;9,2;12,5;2,0;5,6;3,5;;;;;;;;;
2019;Nordeste;Rural;Pública;89,5;86,4;79,3;8,5;7,3;15,4;2,0;6,3;5,3;;;;;;;;;
2019;Sudeste;Urbana;Federal;94,9;89,8;87,3;4,7;9,0;10,8;0,4;1,2;1,9;;;;;;;;;
2019;Sudeste;Rural;Federal;--;90,8;--;--;8,4;--;--;0,8;--;;;;;;;;;
2019;Sudeste;Urbana;Estadual;94,3;86,3;93,7;4,7;9,5;5,2;1,0;4,2;1,1;;;;;;;;;
2019;Sudeste;Rural;Estadual;94,0;91,6;98,4;5,0;5,7;1,1;1,0;2,7;0,5;;;;;;;;;
2019;Sudeste;Urbana;Municipal;94,5;91,7;--;5,0;6,4;--;0,5;1,9;--;;;;;;;;;
2019;Sudeste;Rural;Municipal;93,1;93,9;--;6,4;4,6;--;0,5;1,5;--;;;;;;;;;
2019;Sudeste;Urbana;Particular;98,3;96,6;97,8;1,7;3,3;1,5;0,0;0,1;0,7;;;;;;;;;
2019;Sudeste;Rural;Particular;96,7;95,6;--;3,0;3,3;--;0,3;1,1;--;;;;;;;;;
2019;Sudeste;Urbana;Pública;94,4;86,5;88,3;4,9;9,5;10,0;0,7;4,0;1,7;;;;;;;;;
2019;Sudeste;Rural;Pública;93,3;91,5;98,4;6,1;6,1;1,1;0,6;2,4;0,5;;;;;;;;;
2019;Sul;Urbana;Federal;94,9;89,0;89,8;5,1;9,6;7,0;0,0;1,4;3,2;;;;;;;;;
2019;Sul;Rural;Federal;--;90,1;--;--;8,9;--;--;1,0;--;;;;;;;;;
2019;Sul;Urbana;Estadual;89,0;81,6;83,3;10,1;13,3;3,5;0,9;5,1;13,2;;;;;;;;;
2019;Sul;Rural;Estadual;91,2;87,3;--;7,8;8,9;--;1,0;3,8;--;;;;;;;;;
2019;Sul;Urbana;Municipal;93,3;74,5;49,7;6,2;16,9;14,6;0,5;8,6;35,7;;;;;;;;;
2019;Sul;Rural;Municipal;93,1;88,1;--;6,3;5,0;--;0,6;6,9;--;;;;;;;;;
2019;Sul;Urbana;Particular;98,5;96,7;76,7;1,5;3,1;1,8;0,0;0,2;21,5;;;;;;;;;
2019;Sul;Rural;Particular;97,8;95,6;--;2,2;2,9;--;0,0;1,5;--;;;;;;;;;
2019;Sul;Urbana;Pública;91,4;81,8;86,5;7,9;13,1;6,8;0,7;5,1;6,7;;;;;;;;;
2019;Sul;Rural;Pública;92,5;87,6;--;6,8;8,8;--;0,7;3,6;--;;;;;;;;;
2019;Centro-Oeste;Urbana;Federal;96,2;91,0;92,5;3,8;7,7;3,8;0,0;1,3;3,7;;;;;;;;;
2019;Centro-Oeste;Rural;Federal;--;88,9;87,6;--;10,2;9,0;--;0,9;3,4;;;;;;;;;
2019;Centro-Oeste;Urbana;Estadual;93,1;83,4;73,8;5,7;11,0;17,6;1,2;5,6;8,6;;;;;;;;;
2019;Centro-Oeste;Rural;Estadual;93,3;78,4;74,5;5,2;12,9;15,6;1,5;8,7;9,9;;;;;;;;;
2019;Centro-Oeste;Urbana;Municipal;94,7;90,4;--;4,9;4,7;--;0,4;4,9;--;;;;;;;;;
2019;Centro-Oeste;Rural;Municipal;92,2;88,9;--;6,5;8,4;--;1,3;2,7;--;;;;;;;;;
2019;Centro-Oeste;Urbana;Particular;98,7;96,6;96,5;1,2;3,2;1,4;0,1;0,2;2,1;;;;;;;;;
2019;Centro-Oeste;Rural;Particular;97,4;96,2;--;2,6;3,1;--;0,0;0,7;--;;;;;;;;;
2019;Centro-Oeste;Urbana;Pública;93,9;83,7;82,3;5,3;10,9;11,3;0,8;5,4;6,4;;;;;;;;;
2019;Centro-Oeste;Rural;Pública;92,6;80,2;75,3;6,1;12,5;15,2;1,3;7,3;9,5;;;;;;;;;
2019;Rondônia;Urbana;Federal;--;92,7;--;--;7,0;--;--;0,3;--;;;;;;;;;
2019;Rondônia;Rural;Federal;--;93,8;--;--;5,7;--;--;0,5;--;;;;;;;;;
2019;Rondônia;Urbana;Estadual;93,4;85,4;95,2;5,0;8,4;4,8;1,6;6,2;0,0;;;;;;;;;
2019;Rondônia;Rural;Estadual;83,0;80,8;--;11,4;5,1;--;5,6;14,1;--;;;;;;;;;
2019;Rondônia;Urbana;Municipal;92,9;--;--;6,6;--;--;0,5;--;--;;;;;;;;;
2019;Rondônia;Rural;Municipal;89,9;--;--;8,5;--;--;1,6;--;--;;;;;;;;;
2019;Rondônia;Urbana;Particular;97,9;94,0;--;2,1;5,6;--;0,0;0,4;--;;;;;;;;;
2019;Rondônia;Rural;Particular;97,6;94,4;--;2,3;3,3;--;0,1;2,3;--;;;;;;;;;
2019;Rondônia;Urbana;Pública;93,2;85,9;95,2;5,7;8,3;4,8;1,1;5,8;0,0;;;;;;;;;
2019;Rondônia;Rural;Pública;88,8;86,1;--;9,0;5,4;--;2,2;8,5;--;;;;;;;;;
2019;Acre;Urbana;Federal;88,5;90,8;--;11,5;7,4;--;0,0;1,8;--;;;;;;;;;
2019;Acre;Urbana;Estadual;95,2;80,1;84,5;3,9;13,6;0,9;0,9;6,3;14,6;;;;;;;;;
2019;Acre;Rural;Estadual;88,3;87,6;92,0;6,1;3,5;1,0;5,6;8,9;7,0;;;;;;;;;
2019;Acre;Urbana;Municipal;94,9;--;--;4,5;--;--;0,6;--;--;;;;;;;;;
2019;Acre;Rural;Municipal;86,4;--;--;9,6;--;--;4,0;--;--;;;;;;;;;
2019;Acre;Urbana;Particular;99,4;96,8;--;0,6;3,1;--;0,0;0,1;--;;;;;;;;;
2019;Acre;Urbana;Pública;95,1;80,7;84,5;4,1;13,3;0,9;0,8;6,0;14,6;;;;;;;;;
2019;Acre;Rural;Pública;87,3;87,6;92,0;7,9;3,5;1,0;4,8;8,9;7,0;;;;;;;;;
2019;Amazonas;Urbana;Federal;95,8;88,3;--;4,2;10,8;--;0,0;0,9;--;;;;;;;;;
2019;Amazonas;Rural;Federal;--;87,7;--;--;12,3;--;--;0,0;--;;;;;;;;;
2019;Amazonas;Urbana;Estadual;93,1;82,0;--;5,1;7,2;--;1,8;10,8;--;;;;;;;;;
2019;Amazonas;Rural;Estadual;86,6;83,4;--;7,7;5,6;--;5,7;11,0;--;;;;;;;;;
2019;Amazonas;Urbana;Municipal;92,7;--;--;5,7;--;--;1,6;--;--;;;;;;;;;
2019;Amazonas;Rural;Municipal;86,6;--;--;8,3;--;--;5,1;--;--;;;;;;;;;
2019;Amazonas;Urbana;Particular;98,5;96,1;--;1,4;3,8;--;0,1;0,1;--;;;;;;;;;
2019;Amazonas;Rural;Particular;98,3;89,1;--;1,7;10,9;--;0,0;0,0;--;;;;;;;;;
2019;Amazonas;Urbana;Pública;92,9;82,2;--;5,5;7,3;--;1,6;10,5;--;;;;;;;;;
2019;Amazonas;Rural;Pública;86,6;83,5;--;8,3;5,7;--;5,1;10,8;--;;;;;;;;;
2019;Roraima;Urbana;Federal;96,6;92,4;--;3,4;5,9;--;0,0;1,7;--;;;;;;;;;
2019;Roraima;Rural;Federal;--;96,0;96,8;--;2,3;2,8;--;1,7;0,4;;;;;;;;;
2019;Roraima;Urbana;Estadual;89,7;81,9;--;7,3;11,3;--;3,0;6,8;--;;;;;;;;;
2019;Roraima;Rural;Estadual;89,1;84,1;--;6,6;3,4;--;4,3;12,5;--;;;;;;;;;
2019;Roraima;Urbana;Municipal;93,8;--;--;5,6;--;--;0,6;--;--;;;;;;;;;
2019;Roraima;Rural;Municipal;91,2;--;--;7,4;--;--;1,4;--;--;;;;;;;;;
2019;Roraima;Urbana;Particular;98,1;96,0;--;1,8;3,9;--;0,1;0,1;--;;;;;;;;;
2019;Roraima;Rural;Particular;--;100,0;--;--;0,0;--;--;0,0;--;;;;;;;;;
2019;Roraima;Urbana;Pública;91,9;82,6;--;6,4;10,9;--;1,7;6,5;--;;;;;;;;;
2019;Roraima;Rural;Pública;89,9;85,4;96,8;6,9;3,3;2,8;3,2;11,3;0,4;;;;;;;;;
2019;Pará;Urbana;Federal;94,8;88,7;--;5,0;7,6;--;0,2;3,7;--;;;;;;;;;
2019;Pará;Rural;Federal;--;82,5;--;--;16,4;--;--;1,1;--;;;;;;;;;
2019;Pará;Urbana;Estadual;85,6;76,7;86,9;11,5;12,5;9,5;2,9;10,8;3,6;;;;;;;;;
